"ID","NAME","DESCRIPTION"
"74_30","Translation and interpretation activities","Translation and interpretation activities"
"74_9","Other professional, scientific and technical activities n.e.c.","Other professional, scientific and technical activities n.e.c."
"74_90","Other professional, scientific and technical activities n.e.c.","Other professional, scientific and technical activities n.e.c."
"75","Veterinary activities","Veterinary activities"
"75_0","Veterinary activities","Veterinary activities"
"75_00","Veterinary activities","Veterinary activities"
"77","Rental and leasing activities","Rental and leasing activities"
"77_1","Renting and leasing of motor vehicles","Renting and leasing of motor vehicles"
"77_11","Renting and leasing of cars and light motor vehicles","Renting and leasing of cars and light motor vehicles"
"77_12","Renting and leasing of trucks","Renting and leasing of trucks"
"77_2","Renting and leasing of personal and household goods","Renting and leasing of personal and household goods"
"77_21","Renting and leasing of recreational and sports goods","Renting and leasing of recreational and sports goods"
"77_22","Renting of video tapes and disks","Renting of video tapes and disks"
"77_29","Renting and leasing of other personal and household goods","Renting and leasing of other personal and household goods"
"77_3","Renting and leasing of other machinery, equipment and tangible goods","Renting and leasing of other machinery, equipment and tangible goods"
"77_31","Renting and leasing of agricultural machinery and equipment","Renting and leasing of agricultural machinery and equipment"
"77_32","Renting and leasing of construction and civil engineering machinery and equipment","Renting and leasing of construction and civil engineering machinery and equipment"
"77_33","Renting and leasing of office machinery and equipment (including computers)","Renting and leasing of office machinery and equipment (including computers)"
"77_34","Renting and leasing of water transport equipment","Renting and leasing of water transport equipment"
"77_35","Renting and leasing of air transport equipment","Renting and leasing of air transport equipment"
"77_39","Renting and leasing of other machinery, equipment and tangible goods n.e.c.","Renting and leasing of other machinery, equipment and tangible goods n.e.c."
"77_4","Leasing of intellectual property and similar products, except copyrighted works","Leasing of intellectual property and similar products, except copyrighted works"
"77_40","Leasing of intellectual property and similar products, except copyrighted works","Leasing of intellectual property and similar products, except copyrighted works"
"78","Employment activities","Employment activities"
"78_1","Activities of employment placement agencies","Activities of employment placement agencies"
"78_10","Activities of employment placement agencies","Activities of employment placement agencies"
"78_2","Temporary employment agency activities","Temporary employment agency activities"
"78_20","Temporary employment agency activities","Temporary employment agency activities"
"78_3","Other human resources provision","Other human resources provision"
"78_30","Other human resources provision","Other human resources provision"
"79","Travel agency, tour operator and other reservation service and related activities","Travel agency, tour operator and other reservation service and related activities"
"79_1","Travel agency and tour operator activities","Travel agency and tour operator activities"
"79_11","Travel agency activities","Travel agency activities"
"79_12","Tour operator activities","Tour operator activities"
"79_9","Other reservation service and related activities","Other reservation service and related activities"
"79_90","Other reservation service and related activities","Other reservation service and related activities"
"80","Security and investigation activities","Security and investigation activities"
"80_1","Private security activities","Private security activities"
"80_10","Private security activities","Private security activities"
"80_2","Security systems service activities","Security systems service activities"
"80_20","Security systems service activities","Security systems service activities"
"80_3","Investigation activities","Investigation activities"
"80_30","Investigation activities","Investigation activities"
"81","Services to buildings and landscape activities","Services to buildings and landscape activities"
"81_1","Combined facilities support activities","Combined facilities support activities"
"81_10","Combined facilities support activities","Combined facilities support activities"
"81_2","Cleaning activities","Cleaning activities"
"81_21","General cleaning of buildings","General cleaning of buildings"
"81_22","Other building and industrial cleaning activities","Other building and industrial cleaning activities"
"81_29","Other cleaning activities","Other cleaning activities"
"81_3","Landscape service activities","Landscape service activities"
"81_30","Landscape service activities","Landscape service activities"
"82","Office administrative, office support and other business support activities","Office administrative, office support and other business support activities"
"82_1","Office administrative and support activities","Office administrative and support activities"
"82_11","Combined office administrative service activities","Combined office administrative service activities"
"82_19","Photocopying, document preparation and other specialised office support activities","Photocopying, document preparation and other specialised office support activities"
"82_2","Activities of call centres","Activities of call centres"
"82_20","Activities of call centres","Activities of call centres"
"82_3","Organisation of conventions and trade shows","Organisation of conventions and trade shows"
"82_30","Organisation of conventions and trade shows","Organisation of conventions and trade shows"
"82_9","Business support service activities n.e.c.","Business support service activities n.e.c."
"82_91","Activities of collection agencies and credit bureaus","Activities of collection agencies and credit bureaus"
"82_92","Packaging activities","Packaging activities"
"82_99","Other business support service activities n.e.c.","Other business support service activities n.e.c."
"84","Public administration and defence; compulsory social security","Public administration and defence; compulsory social security"
"84_1","Administration of the State and the economic and social policy of the community","Administration of the State and the economic and social policy of the community"
"84_11","General public administration activities","General public administration activities"
"84_12","Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security","Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security"
"84_13","Regulation of and contribution to more efficient operation of businesses","Regulation of and contribution to more efficient operation of businesses"
"84_2","Provision of services to the community as a whole","Provision of services to the community as a whole"
"84_21","Foreign affairs","Foreign affairs"
"84_22","Defence activities","Defence activities"
"84_23","Justice and judicial activities","Justice and judicial activities"
"84_24","Public order and safety activities","Public order and safety activities"
"84_25","Fire service activities","Fire service activities"
"84_3","Compulsory social security activities","Compulsory social security activities"
"84_30","Compulsory social security activities","Compulsory social security activities"
"85","Education","Education"
"85_1","Pre-primary education","Pre-primary education"
"85_10","Pre-primary education","Pre-primary education"
"85_2","Primary education","Primary education"
"85_20","Primary education","Primary education"
"85_3","Secondary education","Secondary education"
"85_31","General secondary education","General secondary education"
"85_32","Technical and vocational secondary education","Technical and vocational secondary education"
"85_4","Higher education","Higher education"
"85_41","Post-secondary non-tertiary education","Post-secondary non-tertiary education"
"85_42","Tertiary education","Tertiary education"
"85_5","Other education","Other education"
"85_51","Sports and recreation education","Sports and recreation education"
"85_52","Cultural education","Cultural education"
"85_53","Driving school activities","Driving school activities"
"85_59","Other education n.e.c.","Other education n.e.c."
"85_6","Educational support activities","Educational support activities"
"85_60","Educational support activities","Educational support activities"
"86","Human health activities","Human health activities"
"86_1","Hospital activities","Hospital activities"
"86_10","Hospital activities","Hospital activities"
"86_2","Medical and dental practice activities","Medical and dental practice activities"
"86_21","General medical practice activities","General medical practice activities"
"86_22","Specialist medical practice activities","Specialist medical practice activities"
"86_23","Dental practice activities","Dental practice activities"
"86_9","Other human health activities","Other human health activities"
"86_90","Other human health activities","Other human health activities"
"87","Residential care activities","Residential care activities"
"87_1","Residential nursing care activities","Residential nursing care activities"
"87_10","Residential nursing care activities","Residential nursing care activities"
"87_2","Residential care activities for mental retardation, mental health and substance abuse","Residential care activities for mental retardation, mental health and substance abuse"
"87_20","Residential care activities for mental retardation, mental health and substance abuse","Residential care activities for mental retardation, mental health and substance abuse"
"87_3","Residential care activities for the elderly and disabled","Residential care activities for the elderly and disabled"
"87_30","Residential care activities for the elderly and disabled","Residential care activities for the elderly and disabled"
"87_9","Other residential care activities","Other residential care activities"
"87_90","Other residential care activities","Other residential care activities"
"88","Social work activities without accommodation","Social work activities without accommodation"
"88_1","Social work activities without accommodation for the elderly and disabled","Social work activities without accommodation for the elderly and disabled"
"88_10","Social work activities without accommodation for the elderly and disabled","Social work activities without accommodation for the elderly and disabled"
"88_9","Other social work activities without accommodation","Other social work activities without accommodation"
"88_91","Child day-care activities","Child day-care activities"
"88_99","Other social work activities without accommodation n.e.c.","Other social work activities without accommodation n.e.c."
"90","Creative, arts and entertainment activities","Creative, arts and entertainment activities"
"90_0","Creative, arts and entertainment activities","Creative, arts and entertainment activities"
"90_01","Performing arts","Performing arts"
"90_02","Support activities to performing arts","Support activities to performing arts"
"90_03","Artistic creation","Artistic creation"
"90_04","Operation of arts facilities","Operation of arts facilities"
"91","Libraries, archives, museums and other cultural activities","Libraries, archives, museums and other cultural activities"
"91_0","Libraries, archives, museums and other cultural activities","Libraries, archives, museums and other cultural activities"
"91_01","Library and archives activities","Library and archives activities"
"91_02","Museums activities","Museums activities"
"91_03","Operation of historical sites and buildings and similar visitor attractions","Operation of historical sites and buildings and similar visitor attractions"
"91_04","Botanical and zoological gardens and nature reserves activities","Botanical and zoological gardens and nature reserves activities"
"92","Gambling and betting activities","Gambling and betting activities"
"92_0","Gambling and betting activities","Gambling and betting activities"
"92_00","Gambling and betting activities","Gambling and betting activities"
"93","Sports activities and amusement and recreation activities","Sports activities and amusement and recreation activities"
"93_1","Sports activities","Sports activities"
"93_11","Operation of sports facilities","Operation of sports facilities"
"93_12","Activities of sport clubs","Activities of sport clubs"
"93_13","Fitness facilities","Fitness facilities"
"93_19","Other sports activities","Other sports activities"
"93_2","Amusement and recreation activities","Amusement and recreation activities"
"93_21","Activities of amusement parks and theme parks","Activities of amusement parks and theme parks"
"93_29","Other amusement and recreation activities","Other amusement and recreation activities"
"94","Activities of membership organisations","Activities of membership organisations"
"94_1","Activities of business, employers and professional membership organisations","Activities of business, employers and professional membership organisations"
"94_11","Activities of business and employers membership organisations","Activities of business and employers membership organisations"
"94_12","Activities of professional membership organisations","Activities of professional membership organisations"
"94_2","Activities of trade unions","Activities of trade unions"
"94_20","Activities of trade unions","Activities of trade unions"
"94_9","Activities of other membership organisations","Activities of other membership organisations"
"94_91","Activities of religious organisations","Activities of religious organisations"
"94_92","Activities of political organisations","Activities of political organisations"
"94_99","Activities of other membership organisations n.e.c.","Activities of other membership organisations n.e.c."
"95","Repair of computers and personal and household goods","Repair of computers and personal and household goods"
"95_1","Repair of computers and communication equipment","Repair of computers and communication equipment"
"95_11","Repair of computers and peripheral equipment","Repair of computers and peripheral equipment"
"95_12","Repair of communication equipment","Repair of communication equipment"
"95_2","Repair of personal and household goods","Repair of personal and household goods"
"95_21","Repair of consumer electronics","Repair of consumer electronics"
"95_22","Repair of household appliances and home and garden equipment","Repair of household appliances and home and garden equipment"
"95_23","Repair of footwear and leather goods","Repair of footwear and leather goods"
"95_24","Repair of furniture and home furnishings","Repair of furniture and home furnishings"
"95_25","Repair of watches, clocks and jewellery","Repair of watches, clocks and jewellery"
"95_29","Repair of other personal and household goods","Repair of other personal and household goods"
"96","Other personal service activities","Other personal service activities"
"96_0","Other personal service activities","Other personal service activities"
"96_01","Washing and (dry-)cleaning of textile and fur products","Washing and (dry-)cleaning of textile and fur products"
"96_02","Hairdressing and other beauty treatment","Hairdressing and other beauty treatment"
"96_03","Funeral and related activities","Funeral and related activities"
"96_04","Physical well-being activities","Physical well-being activities"
"96_09","Other personal service activities n.e.c.","Other personal service activities n.e.c."
"97","Activities of households as employers of domestic personnel","Activities of households as employers of domestic personnel"
"97_0","Activities of households as employers of domestic personnel","Activities of households as employers of domestic personnel"
"97_00","Activities of households as employers of domestic personnel","Activities of households as employers of domestic personnel"
"98","Undifferentiated goods- and services-producing activities of private households for own use","Undifferentiated goods- and services-producing activities of private households for own use"
"98_1","Undifferentiated goods-producing activities of private households for own use","Undifferentiated goods-producing activities of private households for own use"
"98_10","Undifferentiated goods-producing activities of private households for own use","Undifferentiated goods-producing activities of private households for own use"
"98_2","Undifferentiated service-producing activities of private households for own use","Undifferentiated service-producing activities of private households for own use"
"98_20","Undifferentiated service-producing activities of private households for own use","Undifferentiated service-producing activities of private households for own use"
"99","Activities of extraterritorial organisations and bodies","Activities of extraterritorial organisations and bodies"
"-99","Technical null","Technical member to represent the null value"
"99_0","Activities of extraterritorial organisations and bodies","Activities of extraterritorial organisations and bodies"
"99_00","Activities of extraterritorial organisations and bodies","Activities of extraterritorial organisations and bodies"
